seed,drone_id,time,waypoint_seq,waypoint_id,waypoint_location,monitor_area,task
0,1,51.209999999999994,7,187,"[-1.47, 13.54, 5.0]",[46],"{'df', 'dh', 'dw'}"
0,1,57.209999999999994,8,191,"[-1.47, 13.54, 2.0]",[14],"{'df', 'dh', 'dw'}"
0,1,63.89999999999999,9,190,"[-1.47, 18.62, 2.0]",[13],"{'df', 'dh', 'dw'}"
0,1,69.89999999999999,10,186,"[-1.47, 18.62, 5.0]",[45],"{'df', 'dh', 'dw'}"
0,1,75.89999999999999,11,182,"[-1.47, 18.62, 8.0]",[77],"{'df', 'dh', 'dw'}"
0,1,81.89999999999999,12,178,"[-1.47, 18.62, 11.0]",[109],"{'df', 'dh', 'dw'}"
0,1,88.22999999999999,13,177,"[-1.47, 22.6, 11.0]",[108],"{'df', 'dh', 'dw'}"
0,1,94.22999999999999,14,181,"[-1.47, 22.6, 8.0]",[76],"{'df', 'dh', 'dw'}"
0,1,100.22999999999999,15,185,"[-1.47, 22.6, 5.0]",[44],"{'df', 'dh', 'dw'}"
0,1,106.22999999999999,16,189,"[-1.47, 22.6, 2.0]",[12],"{'df', 'dh', 'dw'}"
0,1,113.44999999999999,17,144,"[-5.0, 28.24, 2.0]",[11],"{'df', 'dh', 'dw'}"
0,1,119.44999999999999,18,139,"[-5.0, 28.24, 5.0]",[43],"{'df', 'dh', 'dw'}"
0,1,125.44999999999999,19,134,"[-5.0, 28.24, 8.0]",[75],"{'df', 'dh', 'dw'}"
0,1,131.45,20,129,"[-5.0, 28.24, 11.0]",[107],"{'df', 'dh', 'dw'}"
0,1,138.7,21,128,"[-5.0, 35.0, 11.0]",[106],"{'df', 'dh', 'dw'}"
0,1,144.7,22,133,"[-5.0, 35.0, 8.0]",[74],"{'df', 'dh', 'dw'}"
0,1,150.7,23,138,"[-5.0, 35.0, 5.0]",[42],"{'df', 'dh', 'dw'}"
0,1,156.7,24,143,"[-5.0, 35.0, 2.0]",[10],"{'df', 'dh', 'dw'}"
0,1,164.14999999999998,25,142,"[-5.0, 42.35, 2.0]",[9],"{'df', 'dh', 'dw'}"
0,1,170.14999999999998,26,137,"[-5.0, 42.35, 5.0]",[41],"{'df', 'dh', 'dw'}"
0,1,176.14999999999998,27,132,"[-5.0, 42.35, 8.0]",[73],"{'df', 'dh', 'dw'}"
0,1,182.14999999999998,28,127,"[-5.0, 42.35, 11.0]",[105],"{'df', 'dh', 'dw'}"
0,1,189.32999999999998,29,126,"[-5.0, 48.88, 11.0]",[104],"{'df', 'dh', 'dw'}"
0,1,195.32999999999998,30,131,"[-5.0, 48.88, 8.0]",[72],"{'df', 'dh', 'dw'}"
0,1,201.32999999999998,31,136,"[-5.0, 48.88, 5.0]",[40],"{'df', 'dh', 'dw'}"
0,1,207.32999999999998,32,141,"[-5.0, 48.88, 2.0]",[8],"{'df', 'dh', 'dw'}"
0,1,214.32,33,140,"[-5.0, 54.84, 2.0]",[7],"{'df', 'dh', 'dw'}"
0,1,220.32,34,135,"[-5.0, 54.84, 5.0]",[39],"{'df', 'dh', 'dw'}"
0,1,226.32,35,130,"[-5.0, 54.84, 8.0]",[71],"{'df', 'dh', 'dw'}"
0,1,232.32,36,125,"[-5.0, 54.84, 11.0]",[103],"{'df', 'dh', 'dw'}"
0,1,241.64,37,73,"[4.58, 63.37, 11.0]",[102],"{'df', 'dh', 'dw'}"
0,1,247.64,38,76,"[4.58, 63.37, 8.0]",[70],"{'df', 'dh', 'dw'}"
0,1,253.64,39,79,"[4.58, 63.37, 5.0]",[38],"{'df', 'dh', 'dw'}"
0,1,259.64,40,82,"[4.58, 63.37, 2.0]",[6],"{'df', 'dh', 'dw'}"
0,1,266.93,41,83,"[11.44, 63.37, 2.0]",[5],"{'df', 'dh', 'dw'}"
0,1,272.93,42,80,"[11.44, 63.37, 5.0]",[37],"{'df', 'dh', 'dw'}"
0,1,278.93,43,77,"[11.44, 63.37, 8.0]",[69],"{'df', 'dh', 'dw'}"
0,1,284.93,44,74,"[11.44, 63.37, 11.0]",[101],"{'df', 'dh', 'dw'}"
0,1,292.12,45,75,"[18.02, 63.37, 11.0]",[100],"{'df', 'dh', 'dw'}"
0,1,298.12,46,78,"[18.02, 63.37, 8.0]",[68],"{'df', 'dh', 'dw'}"
0,1,304.12,47,81,"[18.02, 63.37, 5.0]",[36],"{'df', 'dh', 'dw'}"
0,2,10.45,1,292,"[6.16, -5.0, 2.0]",[16],"{'df', 'dh', 'dw'}"
0,2,16.45,2,283,"[6.16, -5.0, 5.0]",[48],"{'df', 'dh', 'dw'}"
0,2,22.45,3,274,"[6.16, -5.0, 8.0]",[80],"{'df', 'dh', 'dw'}"
0,2,28.45,4,265,"[6.16, -5.0, 11.0]",[112],"{'df', 'dh', 'dw'}"
0,2,35.61,5,266,"[12.64, -5.0, 11.0]",[113],"{'df', 'dh', 'dw'}"
0,2,41.61,6,275,"[12.64, -5.0, 8.0]",[81],"{'df', 'dh', 'dw'}"
0,2,47.61,7,284,"[12.64, -5.0, 5.0]",[49],"{'df', 'dh', 'dw'}"
0,2,53.61,8,293,"[12.64, -5.0, 2.0]",[17],"{'df', 'dh', 'dw'}"
0,2,60.82,9,294,"[19.26, -5.0, 2.0]",[18],"{'df', 'dh', 'dw'}"
0,2,66.82,10,285,"[19.26, -5.0, 5.0]",[50],"{'df', 'dh', 'dw'}"
0,2,72.82,11,276,"[19.26, -5.0, 8.0]",[82],"{'df', 'dh', 'dw'}"
0,2,78.82,12,267,"[19.26, -5.0, 11.0]",[114],"{'df', 'dh', 'dw'}"
0,2,86.0,13,268,"[25.8, -5.0, 11.0]",[115],"{'df', 'dh', 'dw'}"
0,2,92.0,14,277,"[25.8, -5.0, 8.0]",[83],"{'df', 'dh', 'dw'}"
0,2,98.0,15,286,"[25.8, -5.0, 5.0]",[51],"{'df', 'dh', 'dw'}"
0,2,104.0,16,295,"[25.8, -5.0, 2.0]",[19],"{'df', 'dh', 'dw'}"
0,2,111.26,17,296,"[32.57, -5.0, 2.0]",[20],"{'df', 'dh', 'dw'}"
0,2,117.26,18,287,"[32.57, -5.0, 5.0]",[52],"{'df', 'dh', 'dw'}"
0,2,123.26,19,278,"[32.57, -5.0, 8.0]",[84],"{'df', 'dh', 'dw'}"
0,2,129.26,20,269,"[32.57, -5.0, 11.0]",[116],"{'df', 'dh', 'dw'}"
0,2,136.5,21,270,"[39.29, -5.0, 11.0]",[117],"{'df', 'dh', 'dw'}"
0,2,142.5,22,279,"[39.29, -5.0, 8.0]",[85],"{'df', 'dh', 'dw'}"
0,2,148.5,23,288,"[39.29, -5.0, 5.0]",[53],"{'df', 'dh', 'dw'}"
0,2,154.5,24,297,"[39.29, -5.0, 2.0]",[21],"{'df', 'dh', 'dw'}"
0,2,161.79,25,298,"[46.16, -5.0, 2.0]",[22],"{'df', 'dh', 'dw'}"
0,2,167.79,26,289,"[46.16, -5.0, 5.0]",[54],"{'df', 'dh', 'dw'}"
0,2,173.79,27,280,"[46.16, -5.0, 8.0]",[86],"{'df', 'dh', 'dw'}"
0,2,179.79,28,271,"[46.16, -5.0, 11.0]",[118],"{'df', 'dh', 'dw'}"
0,2,187.03,29,272,"[52.89, -5.0, 11.0]",[119],"{'df', 'dh', 'dw'}"
0,2,193.03,30,281,"[52.89, -5.0, 8.0]",[87],"{'df', 'dh', 'dw'}"
0,2,199.03,31,290,"[52.89, -5.0, 5.0]",[55],"{'df', 'dh', 'dw'}"
0,2,205.03,32,299,"[52.89, -5.0, 2.0]",[23],"{'df', 'dh', 'dw'}"
0,2,212.91,33,300,"[61.52, -5.0, 2.0]",[24],"{'df', 'dh', 'dw'}"
0,2,218.91,34,291,"[61.52, -5.0, 5.0]",[56],"{'df', 'dh', 'dw'}"
0,2,224.91,35,282,"[61.52, -5.0, 8.0]",[88],"{'df', 'dh', 'dw'}"
0,2,230.91,36,273,"[61.52, -5.0, 11.0]",[120],"{'df', 'dh', 'dw'}"
0,2,241.68,37,227,"[52.89, -5.0, 26.0]",[279],"{'df', 'df3', 'dh', 'dw'}"
0,2,247.68,38,218,"[52.89, -5.0, 29.0]",[311],"{'df', 'dh', 'dw'}"
0,2,253.68,39,209,"[52.89, -5.0, 32.0]",[343],"{'df', 'dh', 'dw'}"
0,2,259.68,40,200,"[52.89, -5.0, 35.0]",[375],"{'df', 'dh', 'dw'}"
0,2,266.92,41,199,"[46.16, -5.0, 35.0]",[374],"{'df', 'dh', 'dw'}"
0,2,272.92,42,208,"[46.16, -5.0, 32.0]",[342],"{'df', 'dh', 'dw'}"
0,2,278.92,43,217,"[46.16, -5.0, 29.0]",[310],"{'df', 'dh', 'dw'}"
0,2,284.92,44,226,"[46.16, -5.0, 26.0]",[278],"{'df', 'dh', 'dw'}"
0,2,292.21000000000004,45,225,"[39.29, -5.0, 26.0]",[277],"{'df', 'dh', 'dw'}"
0,2,298.21000000000004,46,216,"[39.29, -5.0, 29.0]",[309],"{'df', 'dh', 'dw'}"
0,2,304.21000000000004,47,207,"[39.29, -5.0, 32.0]",[341],"{'df', 'dh', 'dw'}"
0,0,303.0,1,7,"[37.81, 48.02, 32.0]",[322],"{'df', 'dh', 'dw'}"
0,0,309.0,2,11,"[37.81, 48.02, 29.0]",[290],"{'df', 'dh', 'dw'}"
0,0,315.0,3,15,"[37.81, 48.02, 26.0]",[258],"{'df', 'dh', 'dw'}"
0,0,322.19,4,14,"[37.81, 41.44, 26.0]",[257],"{'df', 'dh', 'dw'}"
0,0,328.19,5,10,"[37.81, 41.44, 29.0]",[289],"{'df', 'dh', 'dw'}"
0,0,334.19,6,6,"[37.81, 41.44, 32.0]",[321],"{'df', 'dh', 'dw'}"
0,0,340.19,7,2,"[37.81, 41.44, 35.0]",[353],"{'df', 'dh', 'dw'}"
0,0,347.48,8,1,"[37.81, 34.58, 35.0]",[352],"{'df', 'dh', 'dw'}"
0,0,353.48,9,5,"[37.81, 34.58, 32.0]",[320],"{'df', 'dh', 'dw'}"
0,0,359.48,10,9,"[37.81, 34.58, 29.0]",[288],"{'df', 'dh', 'dw'}"
0,0,365.48,11,13,"[37.81, 34.58, 26.0]",[256],"{'df', 'dh', 'dw'}"
0,0,373.51,12,349,"[45.97, 30.56, 26.0]",[287],"{'df', 'dh', 'dw'}"
0,0,379.51,13,345,"[45.97, 30.56, 29.0]",[319],"{'df', 'dh', 'dw'}"
0,0,385.51,14,341,"[45.97, 30.56, 32.0]",[351],"{'df', 'dh', 'dw'}"
0,0,391.51,15,337,"[45.97, 30.56, 35.0]",[383],"{'df', 'dh', 'dw'}"
0,0,398.78,16,338,"[52.79, 30.56, 35.0]",[382],"{'df', 'dh', 'dw'}"
0,0,404.78,17,342,"[52.79, 30.56, 32.0]",[350],"{'df', 'dh', 'dw'}"
0,0,410.78,18,346,"[52.79, 30.56, 29.0]",[318],"{'df', 'dh', 'dw'}"
0,0,416.78,19,350,"[52.79, 30.56, 26.0]",[286],"{'df', 'dh', 'dw'}"
0,0,424.0,20,351,"[59.46, 30.56, 26.0]",[285],"{'df', 'dh', 'dw'}"
0,0,430.0,21,347,"[59.46, 30.56, 29.0]",[317],"{'df', 'dh', 'dw'}"
0,0,436.0,22,343,"[59.46, 30.56, 32.0]",[349],"{'df', 'dh', 'dw'}"
0,0,442.0,23,339,"[59.46, 30.56, 35.0]",[381],"{'df', 'dh', 'dw'}"
0,0,449.38,24,340,"[66.6, 30.56, 35.0]",[380],"{'df', 'dh', 'dw'}"
0,0,455.38,25,344,"[66.6, 30.56, 32.0]",[348],"{'df', 'dh', 'dw'}"
0,0,461.38,26,348,"[66.6, 30.56, 29.0]",[316],"{'df', 'dh', 'dw'}"
0,0,467.38,27,352,"[66.6, 30.56, 26.0]",[284],"{'df', 'dh', 'dw'}"
0,0,477.12,28,312,"[73.38, 18.12, 26.0]",[283],"{'df', 'dh', 'dw'}"
0,0,483.12,29,309,"[73.38, 18.12, 29.0]",[315],"{'df', 'dh', 'dw'}"
0,0,489.12,30,306,"[73.38, 18.12, 32.0]",[347],"{'df', 'dh', 'dw'}"
0,0,495.12,31,303,"[73.38, 18.12, 35.0]",[379],"{'df', 'dh', 'dw'}"
0,0,502.46,32,302,"[73.38, 11.11, 35.0]",[378],"{'df', 'dh', 'dw'}"
0,0,508.46,33,305,"[73.38, 11.11, 32.0]",[346],"{'df', 'dh', 'dw'}"
0,0,514.46,34,308,"[73.38, 11.11, 29.0]",[314],"{'df', 'dh', 'dw'}"
0,0,520.46,35,311,"[73.38, 11.11, 26.0]",[282],"{'df', 'dh', 'dw'}"
0,0,527.32,36,310,"[73.38, 5.54, 26.0]",[281],"{'df', 'dh', 'dw'}"
0,0,533.32,37,307,"[73.38, 5.54, 29.0]",[313],"{'df', 'dh', 'dw'}"
0,0,539.32,38,304,"[73.38, 5.54, 32.0]",[345],"{'df', 'dh', 'dw'}"
0,0,545.32,39,301,"[73.38, 5.54, 35.0]",[377],"{'df', 'dh', 'dw'}"
0,0,558.32,40,325,"[73.38, 5.54, 11.0]",[121],"{'df', 'dh', 'dw'}"
0,0,564.32,41,328,"[73.38, 5.54, 8.0]",[89],"{'df', 'dh', 'dw'}"
0,0,570.32,42,331,"[73.38, 5.54, 5.0]",[57],"{'df', 'dh', 'dw'}"
0,0,576.32,43,334,"[73.38, 5.54, 2.0]",[25],"{'df', 'dh', 'dw'}"
0,0,583.1800000000001,44,335,"[73.38, 11.11, 2.0]",[26],"{'df', 'dh', 'dw'}"
0,0,589.1800000000001,45,332,"[73.38, 11.11, 5.0]",[58],"{'df', 'dh', 'dw'}"
0,0,595.1800000000001,46,329,"[73.38, 11.11, 8.0]",[90],"{'df', 'dh', 'dw'}"
0,0,601.1800000000001,47,326,"[73.38, 11.11, 11.0]",[122],"{'df', 'dh', 'dw'}"
0,1,303.0,1,74,"[11.44, 63.37, 11.0]",[101],"{'df', 'dh', 'dw'}"
0,1,310.19,2,75,"[18.02, 63.37, 11.0]",[100],"{'df', 'dh', 'dw'}"
0,1,316.19,3,78,"[18.02, 63.37, 8.0]",[68],"{'df', 'dh', 'dw'}"
0,1,322.19,4,81,"[18.02, 63.37, 5.0]",[36],"{'df', 'dh', 'dw'}"
0,1,328.19,5,84,"[18.02, 63.37, 2.0]",[4],"{'df', 'dh', 'dw'}"
0,1,341.19,6,60,"[18.02, 63.37, 26.0]",[260],"{'df', 'dh', 'dw'}"
0,1,347.19,7,57,"[18.02, 63.37, 29.0]",[292],"{'df', 'dh', 'dw'}"
0,1,353.19,8,54,"[18.02, 63.37, 32.0]",[324],"{'df', 'dh', 'dw'}"
0,1,359.19,9,51,"[18.02, 63.37, 35.0]",[356],"{'df', 'dh', 'dw'}"
0,1,366.38,10,50,"[11.44, 63.37, 35.0]",[357],"{'df', 'dh', 'dw'}"
0,1,372.38,11,53,"[11.44, 63.37, 32.0]",[325],"{'df', 'dh', 'dw'}"
0,1,378.38,12,56,"[11.44, 63.37, 29.0]",[293],"{'df', 'dh', 'dw'}"
0,1,384.38,13,59,"[11.44, 63.37, 26.0]",[261],"{'df', 'dh', 'dw'}"
0,1,391.67,14,58,"[4.58, 63.37, 26.0]",[262],"{'df', 'dh', 'dw'}"
0,1,397.67,15,55,"[4.58, 63.37, 29.0]",[294],"{'df', 'dh', 'dw'}"
0,1,403.67,16,52,"[4.58, 63.37, 32.0]",[326],"{'df', 'dh', 'dw'}"
0,1,409.67,17,49,"[4.58, 63.37, 35.0]",[358],"{'df', 'dh', 'dw'}"
0,1,418.99,18,85,"[-5.0, 54.84, 35.0]",[359],"{'df', 'dh', 'dw'}"
0,1,424.99,19,90,"[-5.0, 54.84, 32.0]",[327],"{'df', 'dh', 'dw'}"
0,1,430.99,20,95,"[-5.0, 54.84, 29.0]",[295],"{'df', 'dh', 'dw'}"
0,1,436.99,21,100,"[-5.0, 54.84, 26.0]",[263],"{'df', 'dh', 'dw'}"
0,1,443.98,22,101,"[-5.0, 48.88, 26.0]",[264],"{'df', 'dh', 'dw'}"
0,1,449.98,23,96,"[-5.0, 48.88, 29.0]",[296],"{'df', 'dh', 'dw'}"
0,1,455.98,24,91,"[-5.0, 48.88, 32.0]",[328],"{'df', 'dh', 'dw'}"
0,1,461.98,25,86,"[-5.0, 48.88, 35.0]",[360],"{'df', 'dh', 'dw'}"
0,1,469.16,26,87,"[-5.0, 42.35, 35.0]",[361],"{'df', 'dh', 'dw'}"
0,1,475.16,27,92,"[-5.0, 42.35, 32.0]",[329],"{'df', 'dh', 'dw'}"
0,1,481.16,28,97,"[-5.0, 42.35, 29.0]",[297],"{'df', 'dh', 'dw'}"
0,1,487.16,29,102,"[-5.0, 42.35, 26.0]",[265],"{'df', 'dh', 'dw'}"
0,1,494.61,30,103,"[-5.0, 35.0, 26.0]",[266],"{'df', 'dh', 'dw'}"
0,1,500.61,31,98,"[-5.0, 35.0, 29.0]",[298],"{'df', 'dh', 'dw'}"
0,1,506.61,32,93,"[-5.0, 35.0, 32.0]",[330],"{'df', 'dh', 'dw'}"
0,1,512.61,33,88,"[-5.0, 35.0, 35.0]",[362],"{'df', 'dh', 'dw'}"
0,1,519.86,34,89,"[-5.0, 28.24, 35.0]",[363],"{'df', 'dh', 'dw'}"
0,1,525.86,35,94,"[-5.0, 28.24, 32.0]",[331],"{'df', 'dh', 'dw'}"
0,1,531.86,36,99,"[-5.0, 28.24, 29.0]",[299],"{'df', 'dh', 'dw'}"
0,1,537.86,37,104,"[-5.0, 28.24, 26.0]",[267],"{'df', 'dh', 'dw'}"
0,1,545.08,38,157,"[-1.47, 22.6, 26.0]",[268],"{'df', 'dh', 'dw'}"
0,1,551.08,39,153,"[-1.47, 22.6, 29.0]",[300],"{'df', 'dh', 'dw'}"
0,1,557.08,40,149,"[-1.47, 22.6, 32.0]",[332],"{'df', 'dh', 'dw'}"
0,1,563.08,41,145,"[-1.47, 22.6, 35.0]",[364],"{'df', 'dh', 'dw'}"
0,1,569.4100000000001,42,146,"[-1.47, 18.62, 35.0]",[365],"{'df', 'dh', 'dw'}"
0,1,575.4100000000001,43,150,"[-1.47, 18.62, 32.0]",[333],"{'df', 'dh', 'dw'}"
0,1,581.4100000000001,44,154,"[-1.47, 18.62, 29.0]",[301],"{'df', 'dh', 'dw'}"
0,1,587.4100000000001,45,158,"[-1.47, 18.62, 26.0]",[269],"{'df', 'dh', 'dw'}"
0,1,594.1000000000001,46,159,"[-1.47, 13.54, 26.0]",[270],"{'df', 'dh', 'dw'}"
0,1,600.1000000000001,47,155,"[-1.47, 13.54, 29.0]",[302],"{'df', 'dh', 'dw'}"
0,2,303.0,1,226,"[46.16, -5.0, 26.0]",[278],"{'df', 'dh', 'dw'}"
0,2,310.29,2,225,"[39.29, -5.0, 26.0]",[277],"{'df', 'dh', 'dw'}"
0,2,316.29,3,216,"[39.29, -5.0, 29.0]",[309],"{'df', 'dh', 'dw'}"
0,2,322.29,4,207,"[39.29, -5.0, 32.0]",[341],"{'df', 'dh', 'dw'}"
0,2,328.29,5,198,"[39.29, -5.0, 35.0]",[373],"{'df', 'dh', 'dw'}"
0,2,335.53000000000003,6,197,"[32.57, -5.0, 35.0]",[372],"{'df', 'dh', 'dw'}"
0,2,343.55,7,214,"[25.8, -5.0, 29.0]",[307],"{'df', 'df3', 'dh', 'dw'}"
0,2,349.55,8,205,"[25.8, -5.0, 32.0]",[339],"{'df', 'dh', 'dw'}"
0,2,355.55,9,196,"[25.8, -5.0, 35.0]",[371],"{'df', 'dh', 'dw'}"
0,2,362.73,10,195,"[19.26, -5.0, 35.0]",[370],"{'df', 'dh', 'dw'}"
0,2,368.73,11,204,"[19.26, -5.0, 32.0]",[338],"{'df', 'dh', 'dw'}"
0,2,374.73,12,213,"[19.26, -5.0, 29.0]",[306],"{'df', 'dh', 'dw'}"
0,2,380.73,13,222,"[19.26, -5.0, 26.0]",[274],"{'df', 'dh', 'dw'}"
0,2,387.91,14,223,"[25.8, -5.0, 26.0]",[275],"{'df', 'dh', 'dw'}"
0,2,395.17,15,224,"[32.57, -5.0, 26.0]",[276],"{'df', 'dh', 'dw'}"
0,2,401.17,16,215,"[32.57, -5.0, 29.0]",[308],"{'df', 'dh', 'dw'}"
0,2,407.17,17,206,"[32.57, -5.0, 32.0]",[340],"{'df', 'dh', 'dw'}"
0,2,418.81,18,203,"[12.64, -5.0, 32.0]",[337],"{'df', 'dh', 'dw'}"
0,2,424.81,19,194,"[12.64, -5.0, 35.0]",[369],"{'df', 'dh', 'dw'}"
0,2,431.81,20,212,"[12.64, -5.0, 29.0]",[305],"{'df', 'dh', 'dw'}"
0,2,437.81,21,221,"[12.64, -5.0, 26.0]",[273],"{'df', 'dh', 'dw'}"
0,2,444.97,22,220,"[6.16, -5.0, 26.0]",[272],"{'df', 'dh', 'dw'}"
0,2,450.97,23,211,"[6.16, -5.0, 29.0]",[304],"{'df', 'dh', 'dw'}"
0,2,456.97,24,202,"[6.16, -5.0, 32.0]",[336],"{'df', 'dh', 'dw'}"
0,2,462.97,25,193,"[6.16, -5.0, 35.0]",[368],"{'df', 'dh', 'dw'}"
0,2,486.42,26,201,"[61.52, -5.0, 35.0]",[376],"{'df', 'dh', 'dw'}"
0,2,492.42,27,210,"[61.52, -5.0, 32.0]",[344],"{'df', 'dh', 'dw'}"
0,2,498.42,28,219,"[61.52, -5.0, 29.0]",[312],"{'df', 'dh', 'dw'}"
0,2,504.42,29,228,"[61.52, -5.0, 26.0]",[280],"{'df', 'dh', 'dw'}"
0,2,510.42,30,237,"[61.52, -5.0, 23.0]",[248],{'dw'}
0,2,518.4200000000001,31,264,"[61.52, -5.0, 14.0]",[152],{'dh'}
0,2,526.3000000000001,32,263,"[52.89, -5.0, 14.0]",[151],{'dh'}
0,2,533.5400000000001,33,262,"[46.16, -5.0, 14.0]",[150],{'dh'}
0,2,540.83,34,261,"[39.29, -5.0, 14.0]",[149],{'dh'}
0,2,548.07,35,260,"[32.57, -5.0, 14.0]",[148],{'dh'}
0,2,555.33,36,259,"[25.8, -5.0, 14.0]",[147],{'dh'}
0,2,562.51,37,258,"[19.26, -5.0, 14.0]",[146],{'dh'}
0,2,569.72,38,257,"[12.64, -5.0, 14.0]",[145],{'dh'}
0,2,576.88,39,256,"[6.16, -5.0, 14.0]",[144],{'dh'}
0,2,584.88,40,229,"[6.16, -5.0, 23.0]",[240],{'dw'}
0,2,592.04,41,230,"[12.64, -5.0, 23.0]",[241],{'dw'}
0,2,599.25,42,231,"[19.26, -5.0, 23.0]",[242],{'dw'}
0,2,606.43,43,232,"[25.8, -5.0, 23.0]",[243],{'dw'}
0,0,603.0,1,335,"[73.38, 11.11, 2.0]",[26],"{'df', 'dh', 'dw'}"
