seed,drone_id,time,waypoint_seq,waypoint_id,waypoint_location,monitor_area,task
0,0,47.38,1,67,"[37.81, 48.02, 11.0]",[98],"{'df', 'df3', 'dw', 'dh'}"
0,0,53.38,2,63,"[37.81, 48.02, 14.0]",[130],"{'df', 'dw', 'dh'}"
0,0,59.38,3,59,"[37.81, 48.02, 17.0]",[162],"{'df', 'dw', 'dh'}"
0,0,65.38,4,55,"[37.81, 48.02, 20.0]",[194],"{'df', 'dw', 'dh'}"
0,0,72.57,5,54,"[37.81, 41.44, 20.0]",[193],"{'df', 'dw', 'dh'}"
0,0,78.57,6,58,"[37.81, 41.44, 17.0]",[161],"{'df', 'dw', 'dh'}"
0,0,84.57,7,62,"[37.81, 41.44, 14.0]",[129],"{'df', 'dw', 'dh'}"
0,0,90.57,8,66,"[37.81, 41.44, 11.0]",[97],"{'df', 'dw', 'dh'}"
0,0,97.86,9,65,"[37.81, 34.58, 11.0]",[96],"{'df', 'dw', 'dh'}"
0,0,103.86,10,61,"[37.81, 34.58, 14.0]",[128],"{'df', 'dw', 'dh'}"
0,0,109.86,11,57,"[37.81, 34.58, 17.0]",[160],"{'df', 'dw', 'dh'}"
0,0,115.86,12,53,"[37.81, 34.58, 20.0]",[192],"{'df', 'dw', 'dh'}"
0,0,123.89,13,613,"[45.97, 30.56, 20.0]",[223],"{'df', 'dw', 'dh'}"
0,0,129.89,14,617,"[45.97, 30.56, 17.0]",[191],"{'df', 'dw', 'dh'}"
0,0,135.89,15,621,"[45.97, 30.56, 14.0]",[159],"{'df', 'dw', 'dh'}"
0,0,141.89,16,625,"[45.97, 30.56, 11.0]",[127],"{'df', 'dw', 'dh'}"
0,0,149.16,17,626,"[52.79, 30.56, 11.0]",[126],"{'df', 'dw', 'dh'}"
0,0,155.16,18,622,"[52.79, 30.56, 14.0]",[158],"{'df', 'dw', 'dh'}"
0,0,161.16,19,618,"[52.79, 30.56, 17.0]",[190],"{'df', 'dw', 'dh'}"
0,0,174.85999999999999,20,29,"[37.81, 34.58, 38.0]",[384],"{'df', 'dw', 'dh'}"
0,0,180.85999999999999,21,25,"[37.81, 34.58, 41.0]",[416],"{'df', 'dw', 'dh'}"
0,0,186.85999999999999,22,21,"[37.81, 34.58, 44.0]",[448],"{'df', 'dw', 'dh'}"
