10 {}
11 {'human': [(189, 0.6)]}
12 {'human': [(141, 0.6)]}
13 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
14 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
15 {'human': [(141, 0.6)]}
16 {'human': [(189, 0.6)]}
17 {'window': [(186, 1)]}
18 {'human': [(189, 0.6)]}
19 {'human': [(195, 0.6)]}
20 {'human': [(141, 0.6)]}
21 {'window': [(186, 1)], 'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
22 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
23 {'human': [(195, 0.6), (141, 0.6)]}
24 {}
25 {}
26 {}
27 {'human': [(189, 0.6)]}
28 {}
29 {'human': [(141, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
30 {'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
31 {'human': [(141, 0.6)]}
32 {}
33 {'human': [(189, 0.6)]}
34 {}
35 {'human': [(189, 0.6)]}
36 {'human': [(141, 0.6)]}
37 {'human': [(138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
38 {}
39 {}
40 {}
41 {'human': [(189, 0.6), (141, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
42 {'fire': [(137, 0.6), (169, 0.6), (201, 0.6)], 'human': [(138, 0.6)]}
43 {'human': [(189, 0.6)]}
10 {}
11 {'human': [(189, 0.6)]}
12 {'human': [(141, 0.6)]}
13 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
14 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
15 {'human': [(141, 0.6)]}
16 {'human': [(189, 0.6)]}
17 {'window': [(186, 1)]}
18 {'human': [(189, 0.6)]}
19 {'human': [(195, 0.6)]}
20 {'human': [(141, 0.6)]}
21 {'window': [(186, 1)], 'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
22 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
23 {'human': [(195, 0.6), (141, 0.6)]}
24 {}
25 {}
26 {}
27 {'human': [(189, 0.6)]}
28 {}
29 {'human': [(141, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
30 {'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
31 {'human': [(141, 0.6)]}
32 {}
33 {'human': [(189, 0.6)]}
34 {}
35 {'human': [(189, 0.6)]}
36 {'human': [(141, 0.6)]}
37 {'human': [(138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
38 {}
39 {}
40 {}
41 {'human': [(189, 0.6), (141, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
42 {'fire': [(137, 0.6), (169, 0.6), (201, 0.6)], 'human': [(138, 0.6)]}
43 {'human': [(189, 0.6)]}
10 {}
11 {'human': [(189, 0.6)]}
12 {'human': [(141, 0.6)]}
13 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
14 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
15 {'human': [(141, 0.6)]}
16 {'human': [(189, 0.6)]}
17 {'window': [(186, 1)]}
18 {'human': [(189, 0.6)]}
19 {'human': [(195, 0.6)]}
20 {'human': [(141, 0.6)]}
21 {'window': [(186, 1)], 'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
22 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
23 {'human': [(195, 0.6), (141, 0.6)]}
24 {}
25 {}
26 {}
27 {'human': [(189, 0.6)]}
28 {'human': [(141, 0.6)]}
29 {'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
30 {}
31 {}
32 {'human': [(141, 0.6)]}
33 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
34 {'human': [(138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
35 {'human': [(189, 0.6), (141, 0.6)]}
36 {}
37 {}
38 {}
39 {}
40 {'human': [(141, 0.6)]}
41 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
42 {}
43 {'human': [(189, 0.6)]}
11 {'human': [(189, 0.6)]}
12 {'human': [(141, 0.6)]}
13 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
13 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
14 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
14 {'fire': [(137, 0.6)], 'human': [(138, 0.6)]}
15 {'human': [(141, 0.6)]}
16 {'human': [(189, 0.6)]}
17 {'window': [(186, 1)]}
18 {'human': [(189, 0.6)]}
19 {'human': [(195, 0.6)]}
20 {'human': [(141, 0.6)]}
21 {'window': [(186, 1)], 'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
21 {'window': [(186, 1)], 'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
21 {'window': [(186, 1)], 'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
22 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
22 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
23 {'human': [(195, 0.6), (141, 0.6)]}
27 {'human': [(189, 0.6)]}
28 {'human': [(141, 0.6)]}
29 {'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
29 {'fire': [(137, 0.6), (169, 0.6)], 'human': [(138, 0.6)]}
32 {'human': [(141, 0.6)]}
33 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
33 {'human': [(189, 0.6), (138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
34 {'human': [(138, 0.6)], 'fire': [(137, 0.6), (169, 0.6)]}
