t/ f/ h/ w/ f_s/ h_s
0/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [0, 0]/ [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [0, 0]/ [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [0, 0]/ [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [0, 0]/ [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]
4/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [1, 0]/ [1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]
5/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [1, 1]/ [1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 2, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]
6/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 266, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [1, 2]/ [1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]
7/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [1, 2]/ [2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 0, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]
8/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [1, 2]/ [2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1]
9/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [1, 2]/ [2, 1, 1, 2, 2, 1, 2, 2, 3, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 3, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1]
10/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 176, 336, 97, 381, 40, 274]/ [2, 3]/ [2, 1, 1, 2, 2, 1, 2, 2, 3, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 3, 2, 2, 2, 2]
11/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [2, 3]/ [2, 2, 1, 2, 2, 1, 2, 2, 3, 1, 3, 2, 1, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2, 2, 1, 3, 2, 2, 2, 2]
12/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [2, 3]/ [3, 2, 2, 3, 3, 1, 2, 2, 3, 1, 3, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2]
13/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [2, 3]/ [3, 2, 2, 3, 3, 2, 3, 3, 4, 2, 3, 2, 2, 3, 3, 2, 2, 4, 2, 3, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2]
14/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [2, 3]/ [3, 2, 2, 3, 3, 2, 3, 3, 4, 2, 3, 3, 2, 3, 3, 2, 2, 4, 3, 3, 2, 3, 3, 3, 2, 2, 5, 3, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 3, 3]
15/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [2, 3]/ [4, 2, 2, 3, 3, 2, 4, 4, 4, 3, 3, 3, 2, 3, 3, 2, 2, 4, 3, 3, 2, 3, 3, 3, 2, 2, 5, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 2, 3, 2, 3, 3, 3, 4, 3]
16/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [2, 4]/ [4, 2, 2, 3, 4, 2, 4, 4, 4, 3, 4, 3, 2, 3, 3, 3, 2, 4, 3, 4, 2, 3, 3, 3, 3, 3, 5, 4, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 3, 2, 4, 3, 3, 4, 4]
17/ [148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [3, 4]/ [5, 3, 2, 3, 4, 2, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 2, 4, 3, 4, 3, 4, 3, 3, 3, 3, 5, 4, 3, 3, 3, 4, 3, 3, 3, 2, 4, 3, 3, 2, 4, 3, 3, 4, 4]
18/ [218, 148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 3, 4]/ [5, 3, 2, 4, 4, 2, 4, 4, 5, 3, 4, 3, 3, 3, 4, 3, 2, 5, 3, 4, 3, 5, 4, 4, 3, 3, 5, 4, 3, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 2, 4, 3, 4, 5, 4]
19/ [218, 148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 116, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 3, 4]/ [5, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4, 4, 3, 4, 4, 3, 3, 5, 3, 4, 3, 5, 4, 4, 3, 3, 6, 4, 3, 4, 4, 4, 3, 4, 3, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4]
20/ [218, 148, 186]/ [314, 53, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 81, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 3, 5]/ [5, 3, 3, 4, 5, 3, 5, 5, 6, 4, 5, 4, 3, 4, 4, 3, 5, 4, 4, 3, 5, 4, 4, 3, 3, 6, 5, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4]
21/ [149, 218, 148, 186]/ [314, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 91, 207, 351, 56, 55, 339, 36, 74, 144, 286, 41, 204, 78, 148, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 0, 4, 5]/ [5, 3, 4, 5, 3, 5, 5, 6, 4, 6, 4, 4, 4, 4, 3, 6, 4, 5, 4, 5, 4, 4, 3, 4, 6, 5, 4, 4, 4, 5, 4, 4, 3, 5, 3, 4, 3, 5, 3, 4, 5, 4]
22/ [149, 218, 148, 186]/ [314, 35, 96, 380, 179, 86, 10, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 91, 207, 351, 56, 55, 36, 74, 144, 286, 41, 204, 78, 148, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 0, 4, 5]/ [5, 3, 5, 5, 3, 5, 5, 6, 4, 6, 4, 4, 4, 4, 3, 6, 4, 5, 4, 5, 4, 4, 4, 6, 5, 4, 4, 4, 5, 4, 4, 3, 5, 3, 4, 3, 5, 4, 4, 5, 5]
23/ [185, 186, 148, 149, 218]/ [314, 35, 96, 380, 179, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 91, 207, 351, 56, 55, 36, 74, 144, 286, 41, 204, 148, 78, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 5, 4, 0, 0]/ [6, 3, 5, 5, 3, 6, 4, 6, 4, 4, 5, 4, 3, 6, 4, 5, 4, 6, 4, 4, 4, 6, 5, 4, 5, 4, 4, 5, 4, 4, 5, 3, 5, 3, 5, 4, 5, 5, 5]
24/ [185, 186, 148, 149, 218]/ [314, 35, 96, 380, 179, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 91, 207, 351, 56, 55, 36, 74, 144, 286, 41, 204, 148, 78, 197, 187, 19, 85, 143, 287, 40, 39, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 5, 5, 0, 0]/ [6, 3, 5, 5, 3, 6, 4, 6, 5, 4, 5, 5, 4, 6, 5, 5, 4, 6, 5, 5, 4, 7, 5, 5, 6, 4, 5, 5, 4, 4, 5, 4, 5, 3, 5, 4, 5, 6, 5]
25/ [185, 186, 148, 149, 218]/ [314, 35, 96, 380, 179, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 91, 207, 351, 56, 55, 36, 74, 144, 286, 41, 204, 148, 78, 197, 85, 143, 287, 187, 79, 208, 322]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 6, 5, 0, 1]/ [6, 4, 6, 5, 3, 6, 5, 6, 5, 4, 5, 5, 4, 6, 5, 5, 4, 6, 5, 5, 4, 7, 6, 5, 7, 4, 5, 5, 4, 4, 5, 4, 4, 5, 6, 6]
26/ [185, 186, 148, 149, 218]/ [314, 35, 96, 380, 179, 292, 209, 280, 9, 165, 147, 132, 316, 276, 243, 207, 91, 351, 56, 55, 74, 144, 286, 204, 148, 78, 197, 85, 143, 287, 187, 79, 208]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 176, 336, 97, 381, 40, 274]/ [0, 6, 5, 0, 1]/ [6, 4, 6, 5, 4, 7, 5, 7, 5, 4, 5, 5, 4, 7, 5, 4, 6, 6, 5, 5, 7, 6, 5, 5, 5, 5, 5, 4, 5, 4, 4, 5, 6]
27/ [185, 186, 148, 149, 218]/ [314, 35, 380, 179, 292, 209, 165, 147, 132, 316, 276, 243, 207, 91, 351, 56, 55, 74, 144, 286, 204, 148, 197, 85, 143, 287, 187, 208]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274]/ [0, 6, 5, 1, 1]/ [7, 4, 6, 4, 7, 5, 5, 5, 5, 5, 7, 5, 5, 6, 6, 5, 5, 7, 6, 5, 5, 5, 5, 5, 6, 4, 5, 6]
28/ [185, 186, 148, 149, 218]/ [314, 35, 179, 209, 165, 147, 132, 316, 243, 207, 91, 351, 56, 55, 74, 144, 204, 148, 197, 85, 143, 187, 208]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274]/ [1, 6, 5, 1, 1]/ [7, 4, 4, 6, 5, 6, 6, 5, 6, 5, 6, 7, 6, 5, 7, 7, 5, 5, 5, 6, 6, 5, 6]
29/ [185, 186, 148, 149, 218]/ [314, 35, 179, 209, 165, 147, 132, 243, 207, 91, 351, 56, 55, 74, 144, 204, 148, 197, 143, 187, 208]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274]/ [1, 6, 5, 1, 1]/ [7, 4, 4, 6, 5, 6, 6, 6, 5, 6, 7, 6, 6, 7, 7, 5, 5, 5, 6, 5, 7]
30/ [185, 186, 148, 149, 218]/ [314, 351, 56, 165, 147, 143, 132, 144, 179, 243, 207, 187, 204, 209, 148, 91, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [1, 7, 6, 2, 2]/ [7, 7, 6, 5, 6, 6, 6, 7, 5, 6, 5, 5, 5, 6, 6, 6, 7, 5]
31/ [185, 186, 148, 149, 218]/ [314, 351, 56, 165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [1, 7, 6, 2, 2]/ [7, 7, 6, 5, 6, 6, 6, 7, 5, 6, 5, 6, 6, 5, 7, 6]
32/ [185, 186, 148, 149, 218]/ [314, 351, 165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [1, 7, 6, 2, 2]/ [7, 7, 5, 6, 7, 6, 7, 5, 6, 6, 6, 6, 5, 7, 6]
33/ [185, 186, 148, 149, 218]/ [314, 165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [2, 7, 6, 2, 3]/ [7, 6, 7, 7, 6, 7, 5, 6, 6, 7, 6, 6, 7, 6]
34/ [185, 186, 148, 149, 218]/ [165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [2, 7, 6, 2, 3]/ [6, 7, 7, 7, 8, 5, 6, 6, 7, 6, 6, 8, 6]
35/ [185, 180, 186, 148, 149, 218]/ [165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [2, 0, 7, 6, 3, 3]/ [6, 7, 7, 7, 8, 6, 7, 6, 7, 6, 6, 8, 6]
36/ [185, 180, 186, 148, 149, 218]/ [165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [2, 0, 8, 7, 3, 3]/ [6, 7, 7, 7, 8, 6, 7, 7, 7, 7, 6, 8, 6]
37/ [185, 180, 186, 148, 149, 218]/ [165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [2, 0, 8, 7, 3, 3]/ [7, 8, 8, 7, 8, 6, 7, 7, 8, 7, 7, 8, 7]
38/ [185, 180, 186, 148, 149, 218]/ [165, 147, 143, 132, 144, 179, 187, 204, 209, 148, 207, 208, 197]/ [368, 191, 269, 380, 38, 150, 186, 103, 168, 165, 327, 276, 185, 77, 353, 379, 102, 66, 160, 320, 123, 238, 324, 95, 361, 18, 74, 373, 30, 246, 8, 148, 218, 176, 336, 97, 381, 40, 274, 149]/ [3, 0, 8, 7, 3, 4]/ [7, 8, 8, 7, 8, 6, 7, 7, 8, 7, 7, 8, 7]
