df 256 1 0.002
df 257 1 0.002
df 258 1 0.002
df 259 1 0.002
df 260 1 0.002
df 261 1 0.002
df 262 1 0.002
df 263 1 0.002
df 264 1 0.002
df 265 1 0.002
df 266 1 0.002
df 267 1 0.002
df 268 1 0.002
df 269 1 0.002
df 270 1 0.002
df 271 1 0.002
df 272 1 0.002
df 273 1 0.002
df 274 1 0.002
df 275 1 0.002
df 276 1 0.002
df 277 1 0.002
df 278 1 0.002
df 279 1 0.002
df 280 1 0.002
df 281 1 0.002
df 282 1 0.002
df 283 1 0.002
df 284 1 0.002
df 285 1 0.002
df 286 1 0.002
df 287 1 0.002
df 288 1 0.002
df 289 1 0.002
df 290 1 0.002
df 291 1 0.002
df 292 1 0.002
df 293 1 0.002
df 294 1 0.002
df 295 1 0.002
df 296 1 0.002
df 297 1 0.002
df 298 1 0.002
df 299 1 0.002
df 300 1 0.002
df 301 1 0.002
df 302 1 0.002
df 303 1 0.002
df 304 1 0.002
df 305 1 0.002
df 306 1 0.002
df 307 1 0.002
df 308 1 0.002
df 309 1 0.002
df 310 1 0.002
df 311 1 0.002
df 312 1 0.002
df 313 1 0.002
df 314 1 0.002
df 315 1 0.002
df 316 1 0.002
df 317 1 0.002
df 318 1 0.002
df 319 1 0.002
df3 279 2 0.002
dh 256 1 0.002
dh 257 1 0.002
dh 258 1 0.002
dh 259 1 0.002
dh 260 1 0.002
dh 261 1 0.002
dh 262 1 0.002
dh 263 1 0.002
dh 264 1 0.002
dh 265 1 0.002
dh 266 1 0.002
dh 267 1 0.002
dh 268 1 0.002
dh 269 1 0.002
dh 270 1 0.002
dh 271 1 0.002
dh 272 1 0.002
dh 273 1 0.002
dh 274 1 0.002
dh 275 1 0.002
dh 276 1 0.002
dh 277 1 0.002
dh 278 1 0.002
dh 279 1 0.002
dh 280 1 0.002
dh 281 1 0.002
dh 282 1 0.002
dh 283 1 0.002
dh 284 1 0.002
dh 285 1 0.002
dh 286 1 0.002
dh 287 1 0.002
dh 288 1 0.002
dh 289 1 0.002
dh 290 1 0.002
dh 291 1 0.002
dh 292 1 0.002
dh 293 1 0.002
dh 294 1 0.002
dh 295 1 0.002
dh 296 1 0.002
dh 297 1 0.002
dh 298 1 0.002
dh 299 1 0.002
dh 300 1 0.002
dh 301 1 0.002
dh 302 1 0.002
dh 303 1 0.002
dh 304 1 0.002
dh 305 1 0.002
dh 306 1 0.002
dh 307 1 0.002
dh 308 1 0.002
dh 309 1 0.002
dh 310 1 0.002
dh 311 1 0.002
dh 312 1 0.002
dh 313 1 0.002
dh 314 1 0.002
dh 315 1 0.002
dh 316 1 0.002
dh 317 1 0.002
dh 318 1 0.002
dh 319 1 0.002
dh 320 1 0.002
dh 321 1 0.002
dh 322 1 0.002
dh 323 1 0.002
dh 324 1 0.002
dh 325 1 0.002
dh 326 1 0.002
dh 327 1 0.002
dh 328 1 0.002
dh 329 1 0.002
dh 330 1 0.002
dh 331 1 0.002
dh 332 1 0.002
dh 333 1 0.002
dh 334 1 0.002
dh 335 1 0.002
dh 336 1 0.002
dh 337 1 0.002
dh 338 1 0.002
dh 339 1 0.002
dh 340 1 0.002
dh 341 1 0.002
dh 342 1 0.002
dh 343 1 0.002
dh 344 1 0.002
dh 345 1 0.002
dh 346 1 0.002
dh 347 1 0.002
dh 348 1 0.002
dh 349 1 0.002
dh 350 1 0.002
dh 351 1 0.002
dw 224 1.5 0.002
dw 225 1.5 0.002
dw 226 1.5 0.002
dw 227 1.5 0.002
dw 228 1.5 0.002
dw 229 1.5 0.002
dw 230 1.5 0.002
dw 231 1.5 0.002
dw 232 1.5 0.002
dw 233 1.5 0.002
dw 234 1.5 0.002
dw 235 1.5 0.002
dw 236 1.5 0.002
